"name","x","y","endX","endY","area","identifier","pos"
"Enis Bardhi","62.37","48.756","66.465","45.152","1790.50851","0","ML"
"José Campaña","56.28","45.152","62.475","40.8","1771.24122","0","MC"
"Gonzalo Melero","48.72","38.964","52.0275","38.42","1271.4912","0","MC"
"Sergio Postigo","31.7625","29.92","43.68","32.674","1238.55438","0","DC"
"Toño","45.7275","62.764","50.4","56.644","921.5955","1","DL"
"Aleix Vidal","63.945","18.428","67.305","23.868","1913.17014","0","MR"
"Martín Aguirregabiria","45.0975","4.556","56.385","10.132","591.67038","0","DR"
"Rodrigo Ely","33.18","42.568","44.205","40.732","763.79793","0","DC"
"Fernando Pacheco","9.555","33.32","56.595","24.276","180.75624","0","GK"
"Manu García","48.615","33.524","55.23","34.476","1192.05513","0","MC"
"Tomás Pina","46.41","37.434","50.505","36.482","1152.16038","0","MC"
"Mubarak Wakaso","48.8775","40.256","56.175","37.978","1152.20679","0","MC"
"Borja Mayoral","67.62","34.272","68.565","33.524","1427.55018","0","FW"
"Rubén Duarte","46.2","61.2","57.75","55.692","746.37276","1","DL"
"Guillermo Maripán","36.96","40.936","45.2025","37.842","943.62597","0","DC"
"Joselu","63.84","34.068","69.405","33.116","1662.88815","0","FW"
"Aitor Fernández","8.085","33.932","28.98","34.204","150.97887","0","GK"
"Rúben Vezo","31.605","38.862","42.525","37.128","995.33742","0","DC"
"Nikola Vukcevic","43.365","37.128","47.04","37.128","896.65191","0","MC"
"Jorge Miramón","42.4725","5.236","48.3525","12.036","751.85271","0","DR"
"Sergio León","70.665","34.204","71.925","33.184","981.12882","0","Sub"
"Luis Rioja","66.045","59.874","67.6725","56.406","1186.10394","0","Sub"
"Rubén Rochina","58.3275","21.012","64.89","26.044","1359.03831","0","MR"
"Pere Pons","49.14","32.504","50.82","31.076","1171.59546","0","Sub"
"José Luis Morales","73.2375","44.166","75.1275","40.732","1938.15657","0","Sub"
"Roger Martí","67.935","33.694","71.2425","33.422","1530.93024","0","FW"
"Lucas Pérez","72.3975","34.782","78.4875","35.088","1311.88932","0","Sub"
"Unai López","56.595","22.44","57.645","26.588","1181.49864","0","DMC"
"Yeray Álvarez","36.855","20.4","46.935","25.16","893.97084","0","DC"
"Raúl García","62.37","40.392","68.88","36.992","2129.35506","0","AMC"
"Clément Lenglet","38.64","46.784","45.675","42.432","602.71953","0","DC"
"Jordi Alba","59.745","60.18","61.53","53.176","774.70785","1","DL"
"Frenkie de Jong","58.695","37.4","59.955","35.428","1308.21936","0","MC"
"Luis Suárez","73.815","37.366","73.815","35.088","1114.26483","0","FW"
"Gerard Piqué","39.06","23.256","46.725","29.24","672.96642","0","DC"
"Yuri","54.81","62.22","58.275","55.216","731.12529","1","DL"
"Iñaki Williams","72.87","22.1","73.395","24.956","1695.15738","0","FW"
"Unai Núñez","35.385","23.936","45.255","30.124","668.74668","0","DC"
"Ander Capa","55.965","4.828","60.9","10.132","709.70529","0","DR"
"Dani García","47.04","34.68","50.715","35.7","979.49019","0","DMC"
"Iker Muniain","65.625","42.364","66.465","37.4","1414.67676","0","AMR"
"Carles Aleñá","59.22","32.164","63.315","32.368","949.36296","0","MR"
"Óscar De Marcos","59.22","5.644","61.845","11.22","952.34034","0","Sub"
"Marc-André ter Stegen","9.135","33.932","25.935","34.306","154.80948","0","GK"
"Sergi Roberto","59.22","12.988","59.64","18.156","1131.80781","0","MR"
"Antoine Griezmann","69.1425","43.112","68.775","40.562","1421.42049","0","Sub"
"Nélson Semedo","57.96","8.364","58.485","14.348","1238.13312","0","DR"
"Ousmane Dembélé","73.8675","40.63","74.34","32.742","1186.17891","0","AMR"
"Unai Simón","11.34","32.708","54.6","30.056","169.71066","0","GK"
"Rafinha","58.695","31.96","60.27","34.136","1457.88447","0","MC"
"Ivan Rakitic","57.6975","32.3","59.7975","31.688","1135.40994","0","MC"
"Oihan Sancet","66.465","44.336","68.88","43.452","1169.78904","0","AMC"
"Carles Pérez","72.135","16.49","70.1925","21.284","1100.5239","0","AMC"
"Beñat Etxebarria","55.86","33.898","57.9075","34.442","1046.41698","0","DMC"
"Jorge Molina","72.24","32.64","74.9175","34.578","1448.6346","0","FW"
"Faycal Fajr","63.21","22.644","72.555","27.744","1544.08569","0","Sub"
"Kieran Trippier","57.12","4.216","62.265","13.192","700.01988","0","DR"
"Thomas Partey","49.455","33.184","55.86","32.334","1071.16065","0","MC"
"João Félix","66.465","39.1","68.775","37.264","1340.73135","0","Sub"
"Bruno González","32.34","34.884","41.265","33.32","941.68389","0","DC"
"Saúl Ñíguez","50.505","48.28","57.33","46.648","1382.0184","0","MC"
"Álvaro Morata","67.62","39.168","68.88","38.012","1430.47758","0","Sub"
"Mauro Arambarri","57.75","25.092","63","26.86","1250.3925","0","MC"
"Jaime Mata","72.0825","34.85","73.395","34.85","1766.7216","0","FW"
"Allan-Roméo Nyom","56.49","10.948","65.835","19.584","2413.04154","0","MR"
"Djené Dakonam","35.91","21.964","48.4575","23.664","873.2577","0","DC"
"Damián Suárez","57.645","5.372","68.985","11.968","831.6315","0","DR"
"José Giménez","35.28","39.78","43.68","35.224","832.79889","0","DC"
"Renan Lodi","54.3375","62.968","57.75","58.038","667.64355","1","DL"
"David Soria","14.28","31.96","64.89","35.156","311.88591","0","GK"
"Jan Oblak","8.505","33.796","51.555","37.672","171.11724","0","GK"
"Koke","57.54","35.36","60.585","35.428","1629.39441","0","MR"
"Marc Cucurella","65.835","60.316","70.98","55.352","1162.99176","0","ML"
"Thomas Lemar","63.945","47.634","64.68","43.86","1269.64908","0","ML"
"Stefan Savic","35.7","21.284","46.62","25.568","633.48222","0","DC"
"Leandro Cabrera","37.065","47.6","55.7025","44.88","747.43305","0","DC"
"Mario Hermoso","35.91","50.864","46.3575","45.322","595.0476","0","DC"
"Ángel Rodríguez","74.4975","35.122","76.335","33.184","1360.77333","0","Sub"
"Marcos Llorente","57.855","21.046","61.8975","22.406","1509.52809","0","FW"
"Vitolo","67.1475","48.144","68.04","47.158","1478.36913","0","Sub"
"Enric Gallego","68.775","35.496","73.185","35.496","1214.37477","0","Sub"
"Sandro Ramírez","66.99","41.208","68.04","37.876","1356.90345","0","FW"
"Rubén Alcaraz","46.935","43.316","54.0225","40.8","1118.37033","0","MC"
"Nacho","48.825","61.54","61.11","55.488","1346.0328","0","DR"
"Mohammed Salisu","32.55","46.614","42.945","45.526","667.10091","0","DC"
"Kiko Olivas","33.81","20.808","41.58","25.432","754.85865","0","DC"
"Míchel","48.825","30.872","56.7525","32.164","1361.17674","0","MC"
"Alfonso Pedraza","48.93","62.764","56.07","56.168","685.84341","0","DML"
"Sidnei","35.28","47.532","40.005","41.548","705.41415","0","DC"
"Marc Bartra","33.39","35.292","41.7375","35.156","988.98282","0","DC"
"Emerson","54.915","12.92","57.33","20.128","2652.82773","1","DL"
"Javi García","45.78","32.572","49.14","30.328","807.76962","0","Sub"
"Sergi Guardiola","67.095","33.796","68.67","33.524","1585.40844","0","FW"
"Óscar Plano","60.795","28.084","62.685","32.028","1740.49995","0","MR"
"Joel Robles","8.715","33.388","26.355","34.884","157.85826","0","GK"
"William Carvalho","51.2925","37.264","56.595","35.088","952.96152","0","MC"
"Nabil Fekir","68.355","24.922","71.2425","28.628","1514.14767","0","ML"
"Borja Iglesias","64.89","34.068","67.935","34.884","1289.04846","0","FW"
"Jordi Masip","8.2425","32.572","55.9125","31.926","144.67425","0","GK"
"Cristian Tello","72.2925","51.238","71.0325","43.724","1760.49552","0","Sub"
"Joaquín","70.35","45.016","72.345","37.536","2053.40688","0","Sub"
"Javi Moyano","45.36","7.616","56.595","15.028","1401.58914","0","DR"
"Antoñito","50.505","4.216","58.275","9.792","590.22453","0","DR"
"Dani Martín","8.925","33.932","26.565","37.706","136.17051","0","GK"
"Enes Ünal","66.78","38.828","69.3","37.264","1455.5247","0","FW"
"Loren Morón","66.465","38.42","68.565","37.264","1386.93786","0","Sub"
"Waldo Rubio","62.895","59.704","67.5675","54.536","1295.553","0","Sub"
"Anuar Mohamed","49.8225","31.518","50.19","34.544","829.02183","0","Sub"
"Iago Aspas","69.09","26.452","70.035","29.954","1278.85968","0","FW"
"Stanislav Lobotka","54.9675","31.722","57.225","31.756","988.17957","0","Sub"
"Kevin Vázquez","45.99","5.644","49.245","10.132","686.58954","0","DMR"
"David Costas","34.02","36.856","40.215","38.556","820.60734","0","Sub"
"Néstor Araújo","32.34","45.9","41.37","44.268","662.67768","0","DC"
"Denis Suárez","64.89","52.564","67.83","48.008","1263.30519","0","ML"
"Fran Beltrán","50.505","36.176","54.81","36.108","1168.9965","0","Sub"
"Álvaro Odriozola","58.4325","4.454","61.2675","9.724","541.83318","0","Sub"
"Casemiro","47.985","33.796","54.39","36.04","1080.79608","0","MC"
"Luka Modric","58.275","21.216","63.42","23.664","1348.40328","0","MC"
"Lucas Olaza","46.725","62.764","57.3825","56.508","667.76136","1","DL"
"Gabriel Fernández","68.3025","33.694","69.3525","33.184","1185.8826","0","Sub"
"Raphael Varane","31.92","21.012","41.475","26.044","917.04732","0","DC"
"Gareth Bale","69.405","12.784","70.245","20.706","1451.97612","0","Sub"
"Rubén Blanco","8.085","33.388","34.7025","32.708","143.34264","0","GK"
"Brais Méndez","62.265","17.34","65.1","19.414","1542.80763","0","MR"
"Toni Kroos","57.855","49.64","62.475","45.56","945.23604","0","MC"
"Sergio Ramos","35.805","47.94","45.78","48.62","696.33921","0","DC"
"Marcelo","43.785","40.324","54.4425","42.432","1698.19188","0","DC"
"Karim Benzema","72.03","41.378","72.87","38.42","1462.74324","0","FW"
"Thibaut Courtois","8.295","34","22.47","32.98","126.05313","0","GK"
"Vinícius Júnior","76.44","57.358","74.235","53.108","1018.85301","0","FWL"
"Lucas Vázquez","60.9","6.732","59.5875","13.872","862.62981","0","Sub"
"Pione Sisto","65.205","53.584","64.47","48.042","1635.69903","0","Sub"
"Isco","61.74","44.982","64.9425","43.452","1361.63727","0","FWR"
"Luka Jovic","64.9425","34.034","66.0975","33.762","871.74759","0","Sub"
"Pape Cheikh Diop Gueye","49.77","25.092","51.555","24.752","1214.27838","0","MC"
"Facundo Ferreyra","68.46","30.362","70.77","28.866","762.13788","0","Sub"
"Marc Roca","48.72","37.74","59.01","37.536","1082.74887","0","MC"
"Dídac Vilá","48.72","62.22","57.015","55.828","691.75176","1","DL"
"Naldo","34.125","23.052","43.47","26.18","700.72674","0","DC"
"Jesús Navas","59.64","4.828","62.58","11.356","662.85618","0","DR"
"Diego Carlos","31.5","43.418","42.9975","41.174","950.92662","0","DC"
"Daniel Carriço","36.0675","45.152","43.47","43.316","959.77665","0","DC"
"Joan Jordán","57.12","27.88","60.4275","30.26","1338.08241","0","MC"
"Sergio Reguilón","55.7025","62.016","59.325","55.794","710.23365","1","DL"
"Óliver Torres","58.8525","48.28","62.4225","44.472","1503.88392","0","MC"
"Lucas Ocampos","71.61","18.156","73.395","20.332","1985.75538","0","FWL"
"Luuk de Jong","63.7875","34.272","67.3575","35.87","1459.03758","0","Sub"
"Javi López","48.3","5.372","54.6","11.152","991.31046","0","DR"
"Fernando","41.265","34.204","46.62","35.632","1038.30237","0","MC"
"Nolito","68.565","57.46","71.82","49.844","854.97573","0","Sub"
"Diego López","8.82","33.388","45.885","34.272","180.7491","0","GK"
"Lluís López","36.225","28.832","40.32","32.98","821.20353","0","Sub"
"Víctor Sánchez","51.45","18.02","57.96","22.032","1460.07288","0","Sub"
"Tomás Vaclik","7.14","33.524","27.72","33.116","134.14275","0","GK"
"Óscar Melendo","64.47","18.802","64.155","22.644","895.3917","0","MR"
"Matías Vargas","69.1425","33.932","71.7675","34.102","1588.2573","0","Sub"
"Wu Lei","67.83","18.768","71.19","22.984","1298.88024","0","Sub"
"Munir El Haddadi","69.6675","39.372","70.035","37.366","1643.03895","0","FWL"
"Sergi Darder","60.375","39.508","64.89","36.72","1187.58192","0","MR"
"Víctor Campuzano","69.405","34","70.56","34.34","986.33745","0","Sub"
"Jules Koundé","36.12","16.116","43.9425","20.944","872.33307","0","Sub"
"Nemanja Gudelj","42.105","35.836","46.2","36.04","915.90492","0","Sub"
"Fernando Calero","33.4425","49.98","41.2125","44.506","687.37137","0","Sub"
"Chimy Avila","73.185","34.068","77.175","33.932","1329.99636","0","FW"
"Jon Moncayola","46.935","23.528","50.8725","26.452","1140.70425","0","MC"
"Nacho Vidal","47.565","7.208","59.43","13.464","713.74653","0","DR"
"Aridane Hernández","33.495","24.82","43.68","27.2","703.65771","0","DC"
"Dimitrios Siovas","36.645","52.088","48.51","48.212","818.19402","0","Sub"
"Roberto Torres","64.47","14.348","71.1375","22.1","1714.05339","0","MR"
"David García","36.015","47.6","48.3525","45.322","730.779","0","DC"
"Pervis Estupiñán","54.495","62.798","59.955","56.406","643.9566","1","DL"
"Rober Ibáñez","65.1","21.488","66.045","25.568","1369.04502","0","AMR"
"Iván Cuéllar","11.97","35.666","61.32","38.862","226.52007","0","GK"
"Rubén Martínez","10.08","34","58.485","38.964","177.72888","0","GK"
"Oier Sanjurjo","49.245","30.872","58.17","31.484","1169.7462","0","MC"
"Javier Eraso","65.1","16.592","66.045","19.992","1171.30629","0","MR"
"Roberto Rosales","59.115","5.032","65.6775","12.07","1271.12706","0","DMR"
"Rubén Pérez","47.775","31.416","55.545","31.416","1115.67855","0","MC"
"Youssef En-Nesyri","68.9325","33.626","70.875","33.728","1804.992","0","FW"
"Jonathan Silva","53.34","62.832","62.79","56.032","711.76518","0","DC"
"Unai Bustinza","41.16","16.32","53.97","20.876","1323.87024","0","DC"
"Rodrigo Tarín","29.925","27.676","42","25.84","702.50817","0","DC"
"Martin Braithwaite","70.14","45.016","72.45","42.432","1397.25873","0","AMC"
"Óscar Rodríguez","66.3075","22.032","70.14","28.22","1532.58672","0","AMC"
"Darko Brasanac","58.17","41.378","62.37","41.99","1315.21656","0","MC"
"Recio","55.545","40.936","57.75","39.78","1297.49151","0","MC"
"Marc Cardona","68.46","42.772","69.09","38.828","1022.52654","0","Sub"
"José Arnáiz","70.56","44.948","70.9275","41.616","1295.53158","0","FW"
"Marc Navarro","57.015","4.148","64.995","9.112","376.69212","0","MR"
"Lillo","45.15","5.576","59.01","13.26","771.80187","0","DR"
"Kike García","72.66","36.72","74.9175","36.856","1236.13035","0","FW"
"Iván Ramis","40.005","42.228","49.35","38.964","705.72474","0","DC"
"Gonzalo Escalante","58.38","23.12","61.8975","24.208","1198.63107","0","AMC"
"Paulo Oliveira","37.485","22.236","50.715","24.48","708.06666","0","DC"
"Fabián Orellana","73.185","33.728","74.445","34.136","1720.65075","0","AML"
"Álvaro Tejero","54.7575","7.31","62.265","16.048","1524.76485","0","DR"
"Pedro León","74.445","9.996","78.225","20.4","1330.1106","0","AMR"
"Sergi Enrich","69.615","32.946","69.09","30.94","1436.93928","0","FW"
"Martin Valjent","32.13","20.604","41.16","23.698","762.42705","0","DC"
"Sergio Álvarez","47.25","30.396","55.65","31.212","1179.32094","0","DMC"
"Rober Correa","57.33","4.964","64.785","10.744","665.64078","0","DR"
"Dani Rodríguez","58.485","32.776","62.37","33.116","1489.22907","0","AMR"
"Aleix Febas","58.7475","39.78","60.69","39.678","1260.58485","0","AMC"
"Iddrisu Baba","44.625","29.138","48.72","28.084","944.7648","0","DMC"
"Salva Sevilla","55.965","43.112","60.48","39.984","1161.52092","0","DMC"
"Marko Dmitrovic","12.285","34.68","68.04","34.714","227.68746","0","GK"
"Antonio Raíllo","31.2375","45.288","42.2625","45.084","736.54098","0","DC"
"Joan Sastre","56.385","7.004","63.9975","16.796","1447.93488","0","DR"
"Ante Budimir","65.835","34.204","68.355","34.68","1319.56125","0","FW"
"Lumor Agbenyenu","48.5625","62.764","59.115","57.12","719.00157","1","DL"
"Lago Junior","68.8275","56.644","69.825","51.884","1455.80673","0","AML"
"Manolo Reina","8.715","33.932","37.8","36.312","147.77301","0","GK"
"Edu Expósito","58.065","42.806","60.7425","41.208","1112.96178","0","AMC"
"Aleksandar Trajkovski","71.295","42.874","72.0825","38.216","1230.6147","0","Sub"
"Quique González","70.56","30.192","72.555","31.144","994.8876","0","Sub"
"Pablo De Blasis","61.5825","9.146","68.46","18.02","1774.41138","0","Sub"
"Xisco Campos","31.5","45.968","41.79","40.324","703.20789","0","Sub"
"Kevin Gameiro","69.72","31.756","69.72","31.688","1370.99781","0","FW"
"Geoffrey Kondogbia","43.89","33.32","47.145","36.278","906.86568","0","MC"
"Aihen Muñoz","48.405","64.26","56.07","58.004","568.23333","1","DL"
"Mikel Oyarzabal","68.46","50.388","68.355","44.268","1596.25767","0","AML"
"Asier Illarramendi","51.765","30.6","55.335","24.888","849.96345","0","MC"
"Ezequiel Garay","33.39","19.652","41.475","28.492","518.94234","0","DC"
"Gabriel Paulista","31.08","30.192","39.48","30.328","845.4831","0","DC"
"Jaume Costa","47.775","60.724","50.295","51.408","1312.47123","0","Sub"
"Miguel Ángel Moyá","7.8225","34.408","27.405","41.616","144.41721","0","GK"
"Carlos Soler","58.9575","33.966","60.9","32.3","1542.58272","0","ML"
"Rodrigo","57.12","32.776","59.7975","32.912","1059.72237","0","MC"
"Mikel Merino","56.7","43.452","61.74","40.596","1218.38745","0","DMC"
"Igor Zubeldia","39.27","34.204","46.41","31.28","926.77557","0","DMC"
"Robin Le Normand","35.385","38.828","41.58","36.108","907.71891","0","DC"
"Joseba Zaldua","48.195","4.216","56.5425","10.914","723.47835","0","DR"
"Martin Ødegaard","65.73","18.394","68.775","22.44","1018.10688","0","AMC"
"Adnan Januzaj","70.245","10.404","73.605","18.598","1400.19684","0","Sub"
"Jasper Cillessen","7.665","32.776","30.975","30.124","124.99998","0","GK"
"Francis Coquelin","45.675","29.24","47.355","30.736","1076.97618","0","DC"
"Daniel Wass","46.095","5.78","55.23","12.478","992.09586","0","DR"
"Willian José","66.15","38.42","67.62","35.292","1134.23184","0","FW"
"Gonçalo Guedes","69.93","50.388","70.98","45.9","1280.3091","0","Sub"
"Alexander Isak","73.08","34","75.495","33.898","1001.76342","0","Sub"
"Ander Barrenetxea","73.08","52.632","73.815","48.756","1426.17216","0","Sub"
"Denis Cheryshev","64.575","56.644","67.83","52.36","922.14528","0","Sub"
"Kévin Rodrigues","62.3175","60.52","65.73","53.108","1149.72921","0","DML"
"Ferran Torres","67.83","9.962","69.8775","16.252","1535.14998","0","MR"
"Gerard Moreno","63.63","23.46","66.99","29.138","1563.91704","0","FW"
"Santi Cazorla","58.59","45.73","63.525","40.596","1422.69141","0","ML"
"Rubén Peña","49.14","6.868","55.755","16.252","1582.42035","1","DL"
"Samuel Chukwueze","69.51","14.144","70.875","21.216","1296.83106","0","Sub"
"Rui Silva","9.555","33.728","54.705","27.336","198.43488","0","GK"
"Raúl Albiol","32.865","22.644","43.785","29.036","613.15821","0","DC"
"Domingos Duarte","32.76","23.868","44.1","28.968","886.90224","0","DC"
"Yan Eteki","55.86","33.524","57.855","30.94","1214.64966","0","DMC"
"Germán Sánchez","31.29","40.732","38.955","37.128","776.57496","0","DC"
"Víctor Díaz","46.515","5.984","61.3725","12.58","989.17203","1","DL"
"Fede Vico","68.355","24.14","71.925","28.152","1319.18997","0","Sub"
"Antonio Puertas","67.935","14.586","69.405","17.918","1689.24189","0","Sub"
"Xavi Quintillá","48.405","63.852","55.755","58.684","570.40032","1","DL"
"Ángel Montoro","55.4925","35.394","64.68","33.354","1359.75231","0","Sub"
"André-Frank Zambo Anguissa","52.8675","26.724","56.28","26.928","1342.86978","0","Sub"
"Álvaro Vadillo","73.9725","46.24","76.2825","37.978","2003.99094","0","AMR"
"Moi Gómez","63.735","55.386","64.47","49.776","1644.20991","0","MR"
"Andrés Fernández","6.195","33.932","23.205","35.292","93.69108","0","GK"
"Quini","51.87","60.52","61.005","55.76","1216.1205","1","DL"
"Pau Torres","31.185","49.164","42.21","41.684","607.58901","0","DC"
"Roberto Soldado","69.615","29.444","71.4","29.988","1401.56772","0","FW"
"Vicente Iborra","45.57","34.068","48.4575","35.428","1037.28849","0","MC"
"Darwin Machís","73.29","55.624","75.915","48.144","1469.5548","0","AML"
"Karl Toko Ekambi","72.66","36.074","71.6625","34.68","1568.14035","0","FW"
"Ramón Azeez","56.805","31.756","59.64","33.32","1395.95925","0","AMC"
"Manu Trigueros","55.23","36.448","58.38","36.312","1291.26186","0","MC"
"Adrián Ramos","72.2925","36.856","77.4375","38.828","1097.9892","0","Sub"
"Carlos Bacca","69.9825","37.468","71.7675","35.564","1130.84391","0","FW"
"Sébastien Corchia","63.945","4.216","65.835","9.996","643.64601","0","DR"
"Adrián Marín","44.0475","62.492","58.065","56.576","670.95651","0","Sub"
"Borja Sainz","66.465","12.988","66.885","16.524","1262.25918","0","Sub"
"Sergio Busquets","54.915","33.728","57.96","32.368","866.5818","0","MC"
"Andrés Guardado","54.705","40.8","57.225","40.29","1270.06677","0","MC"
"Sergio Canales","60.375","34.34","62.895","34.68","1484.03472","0","MC"
"Wilfrid Kaptoum","46.83","40.12","48.615","39.916","782.30481","0","Sub"
"Arturo Vidal","60.48","23.324","61.425","24.752","1185.56487","0","ML"
"Diego Lainez","75.915","9.928","75.285","12.24","905.66259","0","Sub"
"Ansu Fati","76.545","54.536","74.235","50.252","1253.84469","0","Sub"
"Junior Firpo","58.485","60.588","57.015","55.012","610.23438","0","Sub"
"Joseph Aidoo","33.39","19.448","41.58","21.08","643.94946","0","DC"
"José Gayà","49.5075","60.724","54.7575","54.4","713.30385","1","DL"
"Daniel Parejo","49.4025","35.088","57.75","32.98","1172.16309","0","MC"
"Maxi Gómez","65.31","33.932","69.93","31.28","1330.22127","0","FW"
"Mouctar Diakhaby","32.76","42.84","40.425","37.4","747.19029","0","DC"
"Santi Mina","66.045","29.716","68.46","30.736","1950.3624","0","FW"
"Hugo Mallo","47.46","5.576","58.275","11.9","838.08963","0","DR"
"Nemanja Maksimovic","55.65","37.366","60.1125","36.346","1263.95136","0","MC"
"Gaizka Larrazabal","75.075","4.726","75.8625","10.37","490.1967","0","Sub"
"Francisco Portillo","63.63","14.212","69.93","17","1121.46909","0","Sub"
"Mikel San José","43.89","29.104","49.77","30.26","1013.81217","0","DMC"
"Éver Banega","56.7","42.636","62.895","37.4","1288.79499","0","Sub"
"Sergio Escudero","46.4625","62.39","51.66","56.814","700.24479","1","DL"
"Carlos Fernández","67.515","27.2","72.03","28.764","1768.20315","0","Sub"
"Franco Vázquez","59.22","32.98","59.85","34.238","1521.90171","0","MC"
"Roque Mesa","60.165","34.816","64.68","34.204","1359.26322","0","MC"
"Juan Soriano","10.0275","34.85","47.25","35.122","143.54256","0","GK"
"Kenneth Omeruo","32.34","36.108","45.465","37.06","939.15633","0","DC"
"Javier Avilés","74.865","6.528","79.59","9.112","715.70289","0","Sub"
"Felipe","34.65","42.568","46.41","40.8","1065.01668","0","Sub"
"Mario Gaspar","47.67","5.61","56.805","11.832","839.17134","0","DR"
"Coke","45.15","5.848","51.24","14.008","1028.14215","0","DR"
"Alberto Moreno","46.725","63.036","49.2975","56.644","594.06942","1","DL"
"Hernâni","71.19","22.848","72.975","33.116","1996.26903","0","Sub"
"Javier Ontiveros","62.895","55.556","64.575","49.232","1284.11115","0","Sub"
"Portu","73.29","16.592","74.97","20.876","1626.00648","0","AMR"
"David Zurutuza","47.6175","47.566","47.7225","46.104","922.38804","0","DMC"
"Anaitz Arbilla","41.58","38.828","56.595","34.442","1459.60521","0","DR"
"Papakouly Diop","56.28","30.94","61.32","31.28","1131.93633","0","DMC"
"Charles","68.145","33.524","69.09","33.116","1299.31935","0","Sub"
"Rubén García","66.99","49.98","69.72","43.792","1778.42763","0","FW"
"Juan Villar","66.36","34.068","66.78","32.504","1190.50218","0","Sub"
"Brandon","68.9325","45.424","68.25","41.99","1447.37439","0","AML"
"James Rodríguez","63.9975","26.214","67.7775","31.96","1229.39019","0","FWR"
"Daniel Carvajal","54.915","7.548","58.065","14.076","1055.6847","0","DR"
"Pedro Porro","47.67","4.726","56.2275","9.792","657.76179","0","Sub"
"Fede San Emeterio","44.4675","31.756","47.775","29.716","1157.64033","0","MC"
"Diego Llorente","34.965","42.772","40.5825","37.06","931.62006","0","DC"
"Iñigo Córdoba","64.995","58.276","66.57","56.236","1018.01406","0","AML"
"Íñigo Martínez","37.7475","49.028","48.825","44.88","683.77995","0","DC"
"Ibai Gómez","76.23","54.332","78.855","40.596","1758.53559","0","Sub"
"Luca Sangalli","60.9","24.344","62.685","24.548","951.72987","0","Sub"
"Takashi Inui","70.14","58.072","71.295","53.176","1250.41749","0","Sub"
"Diego Costa","67.0425","39.542","70.0875","37.91","1424.22651","0","FW"
"Aissa Mandi","34.44","19.992","42.21","24.752","633.32157","0","DC"
"Aitor Ruibal","65.1","9.724","69.405","13.872","1054.26384","0","Sub"
"Yangel Herrera","49.245","22.712","57.435","23.936","1070.23959","0","DMC"
"Jonathan Calleri","69.72","33.184","72.87","32.708","1453.37556","0","FW"
"José Antonio Martínez","35.385","50.864","43.05","44.88","664.6983","0","DC"
"David Timor","52.4475","45.22","64.9425","39.678","1276.05366","0","Sub"
"Víctor Laguardia","32.97","20.876","46.41","26.384","707.59899","0","DC"
"Carlos Clerc","44.4675","63.24","55.86","58.038","676.53999","1","DL"
"Toni Villa","64.05","58.072","66.6225","54.604","1176.67557","0","ML"
"Erick Cabaco","32.655","20.468","47.145","22.44","859.82736","0","DC"
"Fran Mérida","49.56","41.48","59.01","40.154","1016.97876","0","Sub"
"Arthur","61.215","41.956","62.475","39.78","1008.50358","0","Sub"
"Bryan Gil","70.5075","55.998","71.6625","51.646","1481.67495","0","Sub"
"Rony Lopes","64.1025","43.146","65.8875","40.188","1138.53726","0","AML"
"Takefusa Kubo","72.0825","16.796","74.235","20.298","1518.38526","0","Sub"
"Lee Kang-In","66.885","27.03","68.8275","32.912","1364.56824","0","Sub"
"Ferland Mendy","56.7","61.744","58.0125","55.828","980.40411","1","DL"
"Federico Valverde","58.9575","23.868","62.265","26.69","1226.24145","0","MC"
"Oliver Burke","66.99","39.44","68.7225","37.604","1888.20513","0","ML"
"Chicharito","68.04","33.864","68.04","32.266","967.90554","0","Sub"
"Antonio Barragán","59.22","5.032","61.74","14.892","656.72292","0","DR"
"Jason","68.985","10.608","71.085","15.98","1126.23504","0","Sub"
"Álex Moreno","57.75","62.084","60.27","57.8","809.11908","1","DL"
"Carlos Neva","49.5075","63.682","59.01","59.33","666.51186","1","DL"
"Lionel Messi","72.24","25.092","75.705","29.444","890.45439","0","FW"
"Maxime Gonalons","43.5225","38.556","47.88","37.706","1062.99249","0","DMC"
"Cote","55.23","62.492","65.52","55.964","715.97421","1","DL"
"Nemanja Radoja","44.31","30.906","47.355","30.94","1071.06069","0","MC"
"Adrián López","69.8775","46.58","72.8175","45.492","1421.25984","0","Sub"
"Eden Hazard","72.135","51.952","71.925","48.756","1214.26053","0","FWL"
"Guido Carrillo","68.25","37.264","71.61","36.992","1367.10651","0","Sub"
"Chidozie Awaziem","38.01","19.176","48.195","23.528","1084.0662","0","DC"
"Federico Barba","44.2575","63.58","56.8575","57.12","491.86032","1","DL"
"Sergio Asenjo","7.35","33.32","25.935","31.144","116.58192","0","GK"
"Pablo Hervías","66.675","9.214","66.78","15.232","1250.02122","0","Sub"
"Jorge Sáenz","32.235","47.94","42.63","40.426","504.23751","0","Sub"
"Óscar Duarte","27.51","36.924","36.75","34.612","680.64549","0","Sub"
"Adrià Pedrosa","57.33","62.628","58.905","56.44","702.74736","0","Sub"
"Esteban Granero","61.0575","28.458","67.8825","30.362","1330.40691","0","Sub"
"Pipa","49.56","5.644","56.49","11.356","715.4994","0","DR"
"David López","41.1075","23.766","49.35","28.084","1258.90695","0","MC"
"Alejandro Pozo","53.865","5.576","59.115","12.58","790.36587","0","DR"
