"name","x","y","endX","endY","area","identifier","pos"
"Marcelo Brozovic","52.5525","37.264","56.7","36.992","1164.61254","0","MC"
"Antonio Candreva","63.945","4.624","65.415","15.64","900.68958","0","MR"
"Danilo D'Ambrosio","46.41","9.316","49.14","13.26","876.68847","0","MR"
"Andrea Ranocchia","32.865","34.204","42.525","36.924","419.59281","0","Sub"
"Milan Skriniar","37.695","28.288","44.415","30.872","1580.25693","0","Sub"
"Kwadwo Asamoah","59.955","62.424","61.53","55.42","662.13861","0","Sub"
"Panagiotis Tachtsidis","47.145","38.556","55.965","37.604","1048.21626","0","MC"
"Andrea La Mantia","63.945","44.608","65.94","43.724","1443.25818","0","Sub"
"Zan Majer","51.9225","19.108","55.65","19.108","1289.63751","0","Sub"
"Stefano Sensi","66.15","47.464","68.4075","41.616","1083.23796","0","MC"
"Jacopo Petriccione","50.925","31.756","57.0675","33.116","1411.12818","0","Sub"
"Luca Rossettini","30.345","45.084","38.115","40.664","620.8944","0","Sub"
"Samir Handanovic","8.295","33.524","22.575","34.476","119.08449","0","GK"
"Matías Vecino","55.65","17.816","59.745","19.448","1305.27768","0","Sub"
"Lautaro Martínez","75.81","38.352","78.225","36.312","1124.20014","0","FW"
"Filippo Falco","70.14","14.892","72.975","20.06","1269.36705","0","AMC"
"Andrea Rispoli","45.15","5.576","56.7","13.192","721.82901","0","Sub"
"Fabio Lucioni","32.025","23.324","41.265","27.982","615.59295","0","DC"
"Gabriel","6.195","34","23.8875","34.408","131.38314","0","GK"
"Marco Calderoni","46.515","63.172","54.075","55.624","653.32071","1","DL"
"Gianluca Lapadula","66.045","34","66.78","34.952","1365.21798","0","FW"
"Marco Mancosu","61.11","38.046","65.625","36.448","1564.12767","0","MC"
"Diego Farias","69.825","53.924","70.35","47.192","1242.96333","0","AMC"
"Nicolò Barella","58.275","31.552","61.74","33.184","1432.3911","0","AMC"
"Roberto Gagliardini","59.22","38.488","63.105","36.448","1496.60469","0","MC"
"Matteo Politano","76.4925","12.24","76.545","18.428","978.66195","0","Sub"
"Roberto Inglese","69.09","33.728","69.3","31.96","1350.29895","0","Sub"
"Gastón Brugman","46.3575","32.232","49.665","33.728","1069.90401","0","DMC"
"Hernani","54.6525","27.2","59.2725","31.008","1652.56014","0","AMR"
"Simone Iacoponi","31.29","22.746","39.7425","27.472","653.24574","0","DC"
"Luigi Sepe","7.245","34.612","27.51","30.634","129.11262","0","GK"
"Vincent Laurini","45.885","5.78","56.6475","11.39","578.70414","0","DR"
"Wojciech Szczesny","7.56","33.49","22.995","32.878","158.59725","0","GK"
"Miralem Pjanic","57.225","30.94","61.005","30.328","1130.12991","0","MC"
"Giorgio Chiellini","39.06","45.526","45.5175","39.406","485.21655","0","DC"
"Alex Sandro","56.175","61.404","58.38","55.012","658.96131","1","DL"
"Cristiano Ronaldo","73.605","45.152","73.605","41.004","1303.09998","0","FWL"
"Dejan Kulusevski","67.41","18.122","68.8275","21.692","1525.79301","0","AMC"
"Gervinho","73.92","47.736","73.92","47.056","1354.20453","0","Sub"
"Mattia De Sciglio","49.14","56.372","56.28","48.416","1455.22482","1","DL"
"Douglas Costa","69.825","15.844","72.03","19.992","1211.24388","0","Sub"
"Leonardo Bonucci","38.22","38.964","49.14","35.938","817.61211","0","DC"
"Sami Khedira","60.5325","17.272","62.16","17.578","847.57512","0","MC"
"Gonzalo Higuaín","70.875","34","71.19","32.368","998.4219","0","Sub"
"Antonino Barillà","49.455","51.476","55.545","51.068","1184.27967","0","DMC"
"Riccardo Gagliolo","42.42","60.316","53.8125","51.782","850.91307","0","DC"
"Bruno Alves","33.6","42.432","45.885","37.264","714.86394","0","DC"
"Blaise Matuidi","59.5875","53.652","61.11","53.856","904.94502","0","MC"
"Luca Siligardi","59.64","14.62","65.1","21.828","850.80597","0","Sub"
"Adrien Rabiot","60.9","39.508","61.635","38.692","1400.42175","0","MC"
"Juan Cuadrado","58.17","6.8","60.165","15.436","788.18103","0","FWR"
"Alberto Grassi","55.2825","22.236","58.065","22.372","1378.10925","0","MC"
"Federico Bernardeschi","69.9825","19.652","70.35","24.514","1442.994","0","Sub"
"Yann Karamoh","68.67","23.052","68.88","26.248","1571.11416","0","Sub"
"Nicolò Zaniolo","68.04","18.836","68.46","24.14","1083.07731","0","AMC"
"Federico Fazio","36.96","43.316","45.675","40.12","898.08705","0","DC"
"Cristian Romero","32.34","23.256","38.955","26.656","851.76273","0","DC"
"Andrea Pinamonti","66.99","33.932","68.775","32.776","1533.02583","0","Sub"
"Lorenzo Pellegrini","68.25","22.712","72.975","27.88","1395.73077","0","AMC"
"Edin Dzeko","70.875","35.088","74.34","34.748","1257.47895","0","FW"
"Justin Kluivert","71.085","40.392","71.4","35.428","1409.32533","0","Sub"
"Bryan Cristante","53.55","31.484","59.535","32.3","989.12205","0","MC"
"Aleksandar Kolarov","58.1175","61.404","60.69","50.32","873.4005","0","DC"
"Domenico Criscito","43.8375","58.344","54.6525","51.408","829.08609","0","DML"
"Ionut Radu","7.98","33.32","20.685","32.198","135.87777","0","GK"
"Ivan Radovanovic","45.675","29.784","50.61","29.308","1022.2338","0","MC"
"Cristián Zapata","34.23","44.132","40.32","41.344","865.35015","0","DC"
"Paolo Ghiglione","55.755","5.44","61.32","13.464","701.61924","0","Sub"
"Lasse Schöne","54.81","33.796","56.805","32.912","1334.83728","0","MC"
"Christian Kouamé","66.0975","34.068","68.3025","34","1307.4768","0","Sub"
"Cengiz Ünder","73.08","14.756","76.44","21.896","1128.48414","0","Sub"
"Lukas Lerager","56.4375","27.88","58.065","29.784","1314.31335","0","MC"
"Antonio Barreca","64.68","63.92","69.3","57.596","519.97407","0","Sub"
"Pau López","8.715","34.816","26.67","33.388","157.81899","0","GK"
"Gianluca Mancini","37.38","21.794","45.675","24.514","857.6568","0","DC"
"Jawad El Yamiq","41.265","40.256","47.8275","32.198","988.21527","0","DC"
"Javier Pastore","61.6875","24.854","68.9325","24.854","1092.31647","0","AMC"
"Davide Zappacosta","60.06","4.352","58.17","9.996","635.09586","0","DMR"
"Goran Pandev","69.3","31.756","71.925","32.334","1305.80247","0","FW"
"Antonio Sanabria","65.31","33.626","66.4125","33.83","1321.21416","0","FW"
"Fabio Quagliarella","70.77","40.732","74.235","36.652","1120.7301","0","FW"
"Bartosz Bereszynski","47.25","7.208","57.225","11.968","770.4774","0","DR"
"Karol Linetty","61.4775","34.17","63.945","34.136","1632.7395","0","Sub"
"Senad Lulic","59.745","61.404","60.27","53.788","886.29534","0","DML"
"Ciro Immobile","73.185","38.964","74.34","36.72","1153.58481","0","FW"
"Luiz Felipe","37.905","22.032","44.73","26.996","1061.82153","0","DC"
"Manuel Lazzari","67.9875","5.576","65.1525","10.744","728.91189","0","DMR"
"Manolo Gabbiadini","72.24","26.384","75.18","30.124","1395.47016","0","FW"
"Stefan Radu","43.05","57.052","48.51","50.456","658.86849","0","Sub"
"Francesco Acerbi","36.54","43.044","45.2025","38.726","927.30036","0","DC"
"Marco Parolo","47.985","30.94","55.9125","33.218","1273.1691","0","MC"
"Luis Alberto","65.94","47.396","71.61","43.928","975.37041","0","MC"
"Joaquín Correa","74.55","42.466","74.655","41.276","1093.22325","0","FW"
"Sergej Milinkovic-Savic","60.27","19.584","63.63","23.052","1221.80751","0","MC"
"Omar Colley","35.805","46.172","47.355","44.676","633.66072","0","Sub"
"Nicola Murru","54.915","61.812","63.315","52.972","671.12787","1","DL"
"Ronaldo Vieira","54.81","29.512","58.485","30.736","1179.92784","0","MC"
"Emil Audero","8.295","33.184","32.13","30.736","141.25062","0","GK"
"Gianluca Caprari","69.405","46.92","71.085","42.568","1151.37855","0","AML"
"Albin Ekdal","49.35","33.592","55.755","32.504","1138.14456","0","MC"
"Thomas Strakosha","8.925","33.184","26.46","34.272","157.53696","0","GK"
"Adam Marusic","58.695","6.052","56.49","12.648","1568.82579","0","Sub"
"Jakub Jankto","65.31","54.536","68.46","49.572","1077.15825","0","Sub"
"Mehdi Léris","66.78","26.724","67.935","31.45","2142.54264","0","ML"
"Denis Vavro","35.595","29.512","40.95","28.696","735.38073","0","Sub"
"Federico Bonazzoli","70.035","24.548","71.4","30.736","844.94046","0","FW"
"Danilo Cataldi","55.8075","34.068","61.95","35.224","1201.69413","0","Sub"
"Andrea Petagna","69.51","27.744","71.19","30.872","1379.25522","0","FW"
"Simone Missiroli","48.51","30.464","55.965","29.104","1298.86596","0","MC"
"Thiago Cionek","42.315","8.908","55.335","15.096","1014.58329","0","DC"
"Berat Djimsiti","40.95","50.252","47.67","47.396","1388.93706","0","DC"
"Mattia Valoti","57.54","42.16","59.64","38.148","1590.3279","0","ML"
"Robin Gosens","59.325","62.764","63.84","56.576","615.74289","0","ML"
"Remo Freuler","56.805","45.152","60.06","44.404","1278.93822","0","MC"
"Marco D'Alessandro","68.985","16.524","67.41","21.692","1891.16466","0","Sub"
"Pierluigi Gollini","9.87","33.932","29.505","33.796","178.08588","0","GK"
"Hans Hateboer","61.635","4.556","63.42","11.016","593.48037","0","MR"
"Alejandro Gómez","69.405","44.676","72.975","38.964","1387.01997","0","AMC"
"Marten de Roon","52.9725","19.448","58.59","22.1","1283.07228","0","MC"
"Etrit Berisha","8.505","34.476","29.4","34","166.63689","0","GK"
"José Luis Palomino","36.54","44.88","43.785","44.744","1018.56384","0","Sub"
"Jasmin Kurtic","59.01","52.496","61.635","47.396","1314.07773","0","DMC"
"Mario Pasalic","57.96","40.528","61.425","37.264","1305.43119","0","FW"
"Igor Julio","40.32","54.332","48.09","51.544","894.23145","0","DC"
"Francesco Vicari","31.92","30.464","41.2125","32.368","777.73521","0","DC"
"Federico Di Francesco","69.3","39.508","70.035","35.088","1492.82763","0","Sub"
"Andrea Masiello","39.795","50.592","47.565","46.172","1134.37821","0","DC"
"Duván Zapata","75.81","43.452","75.705","40.256","1161.08181","0","FW"
"Ruslan Malinovskiy","69.93","28.934","71.8725","31.722","1053.67122","0","Sub"
"Luis Muriel","74.34","42.16","76.755","37.4","1152.46383","0","Sub"
"Alessandro Murgia","56.3325","33.15","58.2225","33.286","1544.49624","0","Sub"
"Nenad Tomovic","36.225","17.17","46.2","22.712","1517.93544","0","DR"
"Sergio Floccari","69.7725","34","69.0375","35.598","1137.43413","0","FW"
"Rafael Tolói","43.89","16.048","55.1775","17.408","1020.04182","0","DC"
"Francesco Caputo","70.56","38.42","69.615","37.91","1100.74524","0","FW"
"Pedro Obiang","50.82","31.144","55.545","29.308","1095.08679","0","Sub"
"Rogerio","56.28","60.52","57.75","54.604","936.73944","1","DL"
"Manuel Locatelli","56.595","42.636","58.59","39.78","1078.56483","0","DMC"
"Hamed Junior Traore","68.985","39.304","70.4025","35.904","1354.19382","0","AML"
"Tomás Rincón","49.14","41.616","57.645","41.208","1219.17285","0","MC"
"Armando Izzo","38.43","16.048","47.04","21.284","775.90737","0","DC"
"Gian Marco Ferrari","39.375","44.744","46.41","40.12","542.12235","0","DC"
"Jeremy Toljan","49.98","8.296","55.65","14.28","1198.44186","0","DR"
"Bremer","34.23","49.878","41.58","46.07","744.53778","0","DC"
"Jeremie Boga","72.03","54.74","70.455","51.578","1316.99085","0","Sub"
"Daniele Baselli","54.705","31.484","58.485","33.66","1401.4392","0","MC"
"Kevin Bonifazi","31.08","44.948","38.01","42.636","929.78508","0","DC"
"Sasa Lukic","56.595","43.792","59.22","42.636","1260.34209","0","MC"
"Cristian Ansaldi","61.53","60.078","68.8275","51.034","1774.41495","0","ML"
"Andrea Consigli","9.66","33.32","24.675","36.856","153.84915","0","GK"
"Lorenzo De Silvestri","57.435","5.372","64.47","12.036","505.86543","0","MR"
"Andrea Belotti","70.98","40.732","73.185","37.808","1441.21971","0","FW"
"Marlon Santos","38.325","27.404","44.625","33.184","861.90153","0","DC"
"Simone Zaza","66.57","29.92","68.04","31.28","1154.72721","0","FW"
"Mehdi Bourabia","54.81","24.276","56.175","25.84","869.64486","0","DMC"
"Salvatore Sirigu","8.61","33.592","30.345","35.088","163.83087","0","GK"
"Ola Aina","54.81","57.222","59.2725","49.606","2147.65131","0","Sub"
"Federico Peluso","41.895","49.776","47.985","49.64","813.54588","0","DC"
"Koffi Djidji","32.13","37.944","37.8","37.468","1162.55622","0","DC"
"Mert Müldür","55.23","6.324","57.96","12.172","581.14602","0","DR"
"Soualiho Meité","56.805","28.628","59.325","31.008","1154.54871","0","MC"
"Giacomo Raspadori","69.615","39.61","68.88","40.018","962.42916","0","Sub"
"Kevin Lasagna","71.1375","36.312","72.5025","35.496","1494.30561","0","FW"
"Rolando Mandragora","56.7","27.608","61.005","29.24","1386.36666","0","MC"
"Rodrigo Becão","34.86","15.436","40.53","19.516","608.94204","0","DC"
"William Troost-Ekong","32.13","32.504","43.155","31.144","634.84596","0","DC"
"Samir","37.695","54.196","45.045","49.912","602.75523","0","Sub"
"Giuseppe Pezzella","47.775","62.356","56.595","56.372","596.3328","0","Sub"
"Seko Fofana","60.9525","47.226","59.745","43.792","1236.46593","0","MC"
"Mateo Musacchio","39.06","24.072","46.62","28.764","566.66967","0","Sub"
"Jens Stryger Larsen","56.7","5.44","61.635","13.6","1352.39454","0","DMR"
"Gianluigi Donnarumma","8.925","34.204","26.0925","35.836","153.43146","0","GK"
"Mato Jajalo","50.19","35.632","55.335","35.394","1090.46364","0","MC"
"Lucas Paquetá","61.95","31.042","65.52","32.708","1496.32623","0","Sub"
"Alessio Romagnoli","36.33","47.736","45.15","45.152","653.32428","0","DC"
"Davide Calabria","48.72","7.072","59.01","14.212","895.76655","0","Sub"
"Ricardo Rodríguez","47.25","59.296","55.65","51","484.48827","1","DL"
"Hakan Calhanoglu","68.145","44.472","71.19","39.712","1276.10364","0","AMC"
"Samu Castillejo","69.7725","13.838","71.085","20.468","1112.76543","0","Sub"
"Juan Musso","6.2475","34.068","25.2525","34.272","153.94554","0","GK"
"Fabio Borini","70.35","28.424","71.505","31.62","1585.46913","0","Sub"
"Franck Kessié","56.07","31.28","58.59","30.872","1307.46609","0","DMC"
"Ilija Nestorovski","64.575","34.068","67.515","34.544","1325.08047","0","Sub"
"Rodrigo de Paul","63.735","21.964","67.6725","27.88","1545.29235","0","MC"
"Rafael Leão","73.815","48.552","73.71","43.316","1251.09222","0","Sub"
"Ismael Bennacer","52.6575","37.74","57.015","38.692","1117.02087","0","DMC"
"Ken Sema","59.22","62.832","61.74","57.188","1147.87638","0","MC"
"Alex Berenguer","66.99","45.832","69.3","41.378","1799.35854","0","MR"
"Josip Ilicic","73.1325","17.51","74.6025","20.876","995.11608","0","FW"
"Diego Laxalt","55.335","62.084","58.8525","56.168","871.81542","0","Sub"
"Gary Medel","45.36","30.736","48.93","31.144","980.83608","0","DC"
"Mirko Valdifiori","49.77","32.096","59.535","30.668","1150.29327","0","MC"
"Marko Rog","55.9125","44.744","58.065","42.364","1321.90674","0","MC"
"Luca Pellegrini","50.82","62.492","58.8","54.128","696.3642","0","Sub"
"Fabio Pisacane","31.2375","26.86","38.745","29.24","934.17261","0","MR"
"Robin Olsen","5.985","33.388","28.035","34.068","125.1285","0","GK"
"Giovanni Simeone","68.985","33.456","69.195","31.824","1450.25895","0","FW"
"Diego Godín","39.48","18.36","46.935","26.044","1378.97676","0","DC"
"Luca Cigarini","48.195","32.164","58.7475","31.994","1179.98496","0","Sub"
"Luca Ranieri","42.2625","53.584","55.65","50.66","630.70833","0","DC"
"Dalbert","59.955","63.036","65.1","55.42","594.25149","0","DML"
"Rômulo","62.055","44.336","63.525","41.344","1864.22901","0","Sub"
"Marko Pajac","56.805","62.492","58.59","54.672","727.26612","0","ML"
"Matthijs de Ligt","38.43","27.812","45.885","29.852","916.44042","0","DC"
"Hirving Lozano","75.285","23.834","75.075","27.302","1549.1658","0","Sub"
"Paulo Dybala","70.875","22.848","71.085","26.452","1143.44958","0","FW"
"Lucas Leiva","47.565","34.408","55.965","35.904","972.12528","0","MC"
"Bastos","39.48","23.052","44.94","31.28","1286.71368","0","Sub"
"Jony","67.2","63.172","66.78","52.7","856.5858","0","DML"
"Davide Santon","48.93","8.296","48.615","16.592","845.94363","0","Sub"
"Amadou Diawara","50.085","31.348","56.49","30.872","839.28201","0","MC"
"Yevhen Shakhov","56.805","31.62","56.49","32.64","1509.81012","0","Sub"
"Cristian Dell'Orco","41.055","60.52","47.355","52.972","928.32852","1","DL"
"Matteo Pessina","58.8","38.964","63.105","38.896","1484.57379","0","AMC"
"Ernesto Torregrossa","68.4075","22.202","70.665","25.364","1218.93723","0","FW"
"Ales Mateju","35.07","54.604","43.1025","51.034","1507.3968","1","DL"
"Domenico Berardi","69.825","13.838","70.6125","20.638","1131.47223","0","AMR"
"Gastón Ramírez","68.355","25.262","71.085","29.172","1373.75742","0","AMC"
"Joseph Alfred Duncan","56.805","33.864","59.85","34.204","1261.30599","0","Sub"
"Alex Ferrari","36.12","22.44","44.94","24.14","706.80645","0","DC"
"Filip Djuricic","68.145","34.34","68.985","34.068","1394.2635","0","AMC"
"Juraj Kucka","58.38","18.836","61.8975","21.862","1589.97804","0","MC"
"Lukasz Teodorczyk","63.84","24.548","64.785","23.596","1100.86662","0","Sub"
"Andreas Cornelius","66.57","33.864","69.72","33.524","1428.14994","0","FW"
"Mattia Bani","35.175","32.912","43.47","34.408","993.95226","0","Sub"
"Andreas Skov Olsen","72.45","7.004","71.4","14.28","1108.53498","0","Sub"
"Martín Cáceres","40.425","51.952","48.72","47.226","987.14427","0","DC"
"Rodrigo Bentancur","58.905","25.228","61.53","24.82","1079.06463","0","MC"
"Federico Ceccherini","34.02","39.78","42.945","37.332","761.20254","0","DC"
"Riccardo Saponara","64.89","48.348","68.46","44.336","1480.56825","0","AMC"
"Peter Ankersen","53.655","12.648","57.0675","20.536","2597.86401","0","DMR"
"Mariusz Stepinski","66.4125","33.728","67.83","33.728","1288.59864","0","Sub"
"Lucas Biglia","49.245","34","53.6025","33.048","997.56153","0","Sub"
"Samuel Di Carmine","70.56","29.716","70.56","31.484","1109.30967","0","FW"
"Sebastien De Maio","33.1275","24.854","42.0525","24.106","882.41118","0","DC"
"Walace","46.83","37.128","48.93","36.04","1094.08362","0","MC"
"Stefan de Vrij","36.225","35.02","43.89","35.496","676.74705","0","DC"
"Antonin Barak","58.0125","46.41","61.425","45.832","1494.99819","0","MC"
"Alexis Sánchez","72.555","37.74","75.39","35.428","1073.89527","0","Sub"
"Nikola Maksimovic","36.54","29.308","43.365","32.98","1063.64937","0","DC"
"Vasco Regini","34.125","47.6","40.845","40.732","570.36462","0","Sub"
"Emiliano Rigoni","69.825","15.436","72.2925","21.794","1071.98889","0","Sub"
"Fernando Llorente","74.13","37.264","73.395","34.068","1178.64621","0","Sub"
"Fabio Depaoli","61.32","6.664","66.99","13.26","593.93019","0","DR"
"Amin Younes","65.835","53.108","66.675","49.368","1026.64632","0","Sub"
"Fabrizio Cacciatore","43.2075","5.644","55.4925","16.762","543.47181","0","Sub"
"Matteo Darmian","44.1","5.916","52.08","11.22","1075.14477","1","DL"
"Mattia Sprocati","67.8825","43.928","69.5625","36.788","1980.80022","0","Sub"
"Vlad Chiriches","35.91","25.568","41.16","29.512","576.96555","0","DC"
"Gregoire Defrel","66.2025","33.116","65.8875","33.116","1085.65128","0","Sub"
"Jordan Veretout","56.28","40.358","60.48","36.72","1146.35556","0","Sub"
"Leonardo Spinazzola","56.3325","48.892","58.38","38.42","2741.37444","0","DML"
"Patric","41.79","18.02","47.775","26.112","823.64898","0","DC"
"Arkadiusz Reca","55.65","61.404","62.265","55.182","648.34056","0","Sub"
"Felipe Caicedo","69.72","33.116","71.085","34.544","749.61789","0","FW"
"Gabriel Strefezza","65.625","12.852","65.6775","17.612","1666.10472","0","MR"
"Jacopo Sala","55.4925","20.128","56.595","27.472","2336.13303","1","DL"
"Andrea Tabanelli","51.9225","52.19","57.3825","49.13","1181.75925","0","MC"
"Khouma Babacar","66.8325","42.738","67.9875","41.004","1512.66612","0","FW"
"Simone Verdi","67.41","28.832","71.61","33.184","1563.72783","0","AMC"
"Timothy Castagne","61.635","16.32","62.685","23.46","2552.76777","0","Sub"
"Ladislav Krejci I","49.035","63.784","57.5925","58.242","644.40999","0","Sub"
"Andrea Favilli","67.2","33.966","67.41","33.626","1251.55989","0","Sub"
"Davide Biraschi","42.8925","7.004","50.505","13.464","1191.10908","0","DR"
"Christian Oliva","46.41","35.088","50.085","37.264","1030.99101","0","MC"
"Merih Demiral","36.2775","23.528","42.6825","28.152","446.7498","0","Sub"
"Aaron Ramsey","66.885","25.636","68.25","25.16","1246.82964","0","Sub"
"Gianluigi Buffon","7.875","33.184","22.26","32.946","140.97573","0","GK"
"Giampaolo Pazzini","66.99","29.92","70.4025","30.124","1036.50666","0","Sub"
"Arkadiusz Milik","68.46","34.068","68.46","34.68","1025.65743","0","Sub"
"Kevin Malcuit","55.65","5.984","54.6","12.444","508.1181","0","DR"
"David Ospina","8.82","34.068","23.415","34.068","153.1887","0","GK"
"Sebastiano Luperto","41.265","49.368","48.5625","48.45","659.74314","0","DC"
"Andrea Conti","47.67","6.256","55.86","12.376","699.59862","0","DR"
"Theo Hernández","56.175","62.22","58.38","55.76","587.74338","1","DL"
"Lyanco","34.125","30.872","42.735","30.124","1104.73293","0","DC"
"Francesco Magnanelli","49.875","32.3","54.39","32.912","1018.13544","0","Sub"
"Stefano Okaka","64.365","36.244","65.73","34.952","1487.71539","0","FW"
"Mario Balotelli","64.47","38.488","68.9325","35.19","1359.81657","0","FW"
"Julian Chabot","33.9675","32.47","40.95","31.96","802.01121","0","DC"
"Cristiano Biraghi","62.055","63.682","63.4725","56.78","751.79202","0","Sub"
"Matteo Scozzarella","47.145","31.382","55.1775","32.266","1268.66733","0","Sub"
"Simon Kjaer","33.18","23.732","39.375","27.472","589.96392","0","DC"
"Chris Smalling","36.54","39.168","44.205","36.516","1001.15295","0","DC"
"Nikola Kalinic","72.24","33.796","71.925","32.504","766.8717","0","FW"
"Giacomo Bonaventura","67.2","42.636","68.46","41.956","1277.81367","0","Sub"
"Eddie Salcedo","72.24","28.186","73.92","31.79","1276.37139","0","Sub"
"Alberto Paloschi","65.3625","35.972","67.0425","36.244","1067.27649","0","Sub"
"Francesco Cassata","56.07","37.876","58.065","36.04","1692.61554","0","Sub"
"Rade Krunic","57.855","42.058","61.5825","40.528","1439.33118","0","Sub"
"Léo Duarte","33.915","20.876","39.48","22.916","590.97066","0","Sub"
"Rachid Ghezzal","61.53","16.592","62.58","21.42","1389.72246","0","FWR"
"Nicolas Nkoulou","31.71","34.272","37.905","33.388","658.45437","0","Sub"
"Alessandro Bastoni","40.53","54.196","45.675","48.416","702.37965","0","DC"
"Marco Sportiello","8.925","34.068","26.565","33.762","126.56007","0","GK"
"Musa Barrow","70.4025","49.776","72.45","44.03","1295.84217","0","AML"
"Brayan Vera","58.485","62.628","63.945","56.78","649.59363","0","Sub"
"Mattias Svanberg","60.375","37.944","62.895","36.244","1473.97089","0","DMC"
"Jerdy Schouten","48.0375","37.298","54.3375","35.258","1133.44644","0","DMC"
"Gianluca Pegolo","7.665","34.068","19.6875","33.796","92.0810099999999","0","GK"
"Filippo Romagna","36.96","23.936","43.26","27.608","510.48858","0","DC"
"Emanuele Ndoj","57.12","48.348","59.535","47.532","1272.09096","0","Sub"
"Georgios Kyriakopoulos","54.075","62.152","57.96","56.576","574.9128","0","Sub"
"Hidde ter Avest","45.78","5.508","58.9575","14.042","1239.11487","0","Sub"
"Federico Mattiello","49.245","22.44","56.07","27.2","2456.5884","0","Sub"
"Iago Falque","67.725","21.624","69.51","30.328","1117.59564","0","Sub"
"Paolo Faragò","48.09","7.548","57.225","16.592","1137.95892","0","Sub"
"Ibrahima Mbaye","44.2575","11.39","49.98","16.83","1569.77898","0","DR"
"Biagio Meccariello","36.015","17.408","43.26","21.352","1529.57007","0","DC"
"Kastriot Dermaku","29.19","39.508","38.745","35.36","817.78704","0","Sub"
"Edoardo Goldaniga","36.015","16.728","47.355","22.1","1045.03896","0","Sub"
"Filip Jagiello","62.055","37.536","61.845","35.904","1491.31752","0","MC"
"Andrea Bertolacci","54.495","43.18","58.59","45.016","1070.07894","0","MC"
"Diego Perotti","68.7225","55.284","69.5625","51","1177.96791","0","AMC"
"Vincenzo Millico","77.595","57.596","79.8","46.376","750.01416","0","Sub"
"Jordan Lukaku","65.835","63.172","68.355","57.256","553.63917","0","Sub"
"Kevin Agudelo","58.8525","40.732","60.585","39.916","1390.42218","0","MC"
"Sebastiano Esposito","77.2275","39.508","79.3275","36.38","1258.19652","0","Sub"
"Yildirim Mert Çetin","33.705","16.558","38.745","23.902","520.20612","0","Sub"
"Massimiliano Mangraviti","35.07","56.984","46.305","52.836","856.07886","0","DC"
"Daniele Rugani","38.22","31.28","46.515","30.532","757.41477","0","DC"
"Bram Nuytinck","35.28","50.83","44.94","47.6","756.88284","0","DC"
"Alan Empereur","35.7","51.884","43.89","49.402","597.66798","0","DC"
"Morten Thorsby","55.965","15.64","60.06","19.856","1278.4527","0","Sub"
"Tommaso Augello","56.28","63.852","59.4825","57.392","504.80157","1","DL"
"Giangiacomo Magnani","36.435","30.668","46.2","33.796","840.53151","0","Sub"
"Nehuén Paz","33.39","46.784","42","44.472","612.87261","0","DC"
"Stefano Sturaro","52.71","45.288","56.805","41.412","1557.16617","0","ML"
"Borja Valero","56.7","37.026","59.745","36.278","1340.33151","0","AMC"
"Federico Dimarco","62.37","58.616","68.25","50.592","891.92166","0","DC"
"Simone Edera","69.0375","21.182","68.985","27.03","981.63219","0","Sub"
"Claud Adjapong","50.61","8.092","63.105","14.688","1077.50097","0","Sub"
"Antonio Mirante","8.1375","33.116","26.3025","35.088","137.20224","0","GK"
"Mattia Viviani","46.305","36.448","50.82","33.728","923.02707","0","Sub"
"Alessandro Deiola","45.36","25.602","50.0325","26.044","1155.66612","0","Sub"
"Valentin Eysseric","72.135","44.336","74.13","41.004","1035.63915","0","AMC"
"Georgi Tunjov","59.01","37.23","61.0575","38.726","1319.60766","0","MC"
"Alessandro Semprini","48.09","43.316","57.96","38.114","2499.66402","0","Sub"
"Mattia Perin","8.19","33.32","33.495","33.796","166.15851","0","GK"
"Valon Behrami","48.4575","27.472","51.03","27.37","939.22059","0","MC"
"Sebastian Walukiewicz","32.34","17.204","41.475","22.712","704.90364","0","DC"
"Giulio Donati","46.2","15.64","49.665","24.14","2292.14349","0","DR"
"Zlatan Ibrahimovic","70.35","35.054","73.92","34.34","1301.29356","0","FW"
"Emmanuel Badu","49.35","23.698","49.56","27.268","830.025","0","MC"
"Nicolás Domínguez","51.87","36.72","56.595","36.176","1160.55345","0","Sub"
"Bryan Dabo","56.595","31.484","59.43","32.98","1165.66569","0","MC"
"Mattia Caldara","36.015","33.184","41.9475","32.13","734.39184","0","DC"
"Birkir Bjarnason","57.435","45.084","57.96","43.316","1363.86495","0","Sub"
"Bruno Peres","59.85","7.072","58.38","14.008","1169.8176","0","Sub"
"Simon Skrabb","69.72","18.564","73.2375","23.698","1403.67045","0","Sub"
"Alessio Cragno","5.565","33.592","28.56","34.68","111.33045","0","GK"
"Lorenzo Tonelli","37.485","31.756","48.405","35.836","901.97478","0","DC"
"Mauro Vigorito","7.455","33.796","21.7875","34.34","81.06042","0","GK"
"Simone Colombi","4.9875","33.694","16.9575","32.368","76.48368","0","GK"
"Ervin Zukanovic","33.81","47.396","41.895","44.948","398.39772","0","DC"
"Alexis Saelemaekers","67.62","7.888","66.36","15.98","860.51637","0","AMR"
"Gonzalo Maroni","65.5725","31.688","71.085","33.592","1059.72594","0","MR"
"Gonzalo Villar","49.665","31.348","54.1275","30.124","1150.43607","0","MC"
"Victor Moses","66.255","5.236","69.09","13.872","857.13915","0","Sub"
"Daniele Padelli","5.67","35.02","19.215","31.892","87.86127","0","GK"
